id_sorteio;numero
2900;54
2899;42
2898;48
2897;24
2896;53
2895;52
2894;21
2893;45
2892;44
2891;34
2890;32
2889;36
2888;9
2887;30
2886;55
2885;28
2884;34
2883;43
2882;15
2881;39
2880;14
2879;56
2878;16
2877;5
2876;40
2875;6
2874;49
2873;4
2872;23
2871;48
2870;60
2869;41
2868;22
2867;60
2866;1
2865;51
2864;31
2863;47
2862;22
2861;53
2860;38
2859;7
2858;28
2857;38
2856;3
2855;55
2854;31
2853;18
2852;22
2851;37
2850;1
2849;29
2848;54
2847;56
2846;12
2845;52
2844;55
2843;37
2842;52
2841;34
2840;60
2839;40
2838;4
2837;50
2836;1
2835;24
2834;47
2833;13
2832;12
2831;55
2830;34
2829;56
2828;58
2827;1
2826;10
2825;59
2824;4
2823;57
2822;47
2821;45
2820;19
2819;50
2818;47
2817;30
2816;4
2815;28
2814;19
2813;32
2812;15
2811;27
2810;57
2809;34
2808;35
2807;52
2806;13
2805;55
2804;14
2803;59
2802;21
2801;56
2800;19
2799;40
2798;3
2797;45
2796;33
2795;43
2794;52
2793;57
2792;59
2791;11
2790;40
2789;55
2788;56
2787;34
2786;51
2785;20
2784;44
2783;38
2782;16
2781;50
2780;7
2779;19
2778;43
2777;2
2776;52
2775;44
2774;22
2773;38
2772;1
2771;13
2770;28
2769;60
2768;28
2767;59
2766;34
2765;8
2764;38
2763;44
2762;50
2761;49
2760;48
2759;40
2758;36
2757;37
2756;18
2755;33
2754;14
2753;31
2752;40
2751;13
2750;52
2749;8
2748;50
2747;45
2746;51
2745;52
2744;10
2743;53
2742;37
2741;35
2740;13
2739;45
2738;60
2737;34
2736;11
2735;46
2734;59
2733;39
2732;60
2731;32
2730;60
2729;41
2728;9
2727;32
2726;55
2725;38
2724;21
2723;60
2722;23
2721;46
2720;16
2719;27
2718;46
2717;34
2716;49
2715;7
2714;42
2713;35
2712;40
2711;38
2710;42
2709;47
2708;10
2707;54
2706;30
2705;22
2704;10
2703;11
2702;20
2701;31
2700;20
2699;54
2698;35
2697;11
2696;4
2695;17
2694;20
2693;11
2692;45
2691;37
2690;28
2689;47
2688;46
2687;4
2686;43
2685;31
2684;48
2683;1
2682;58
2681;42
2680;11
2679;51
2678;37
2677;34
2676;29
2675;26
2674;21
2673;4
2672;20
2671;16
2670;48
2669;16
2668;27
2667;51
2666;47
2665;22
2664;12
2663;11
2662;40
2661;41
2660;6
2659;53
2658;5
2657;36
2656;20
2655;23
2654;51
2653;14
2652;13
2651;6
2650;39
2649;56
2648;46
2647;50
2646;30
2645;51
2644;4
2643;2
2642;33
2641;24
2640;8
2639;8
2638;30
2637;1
2636;38
2635;58
2634;48
2633;54
2632;56
2631;36
2630;31
2629;41
2628;53
2627;43
2626;1
2625;55
2624;52
2623;15
2622;19
2621;16
2620;4
2619;39
2618;35
2617;3
2616;23
2615;22
2614;14
2613;14
2612;27
2611;49
2610;23
2609;60
2608;17
2607;60
2606;16
2605;46
2604;22
2603;13
2602;11
2601;3
2600;38
2599;23
2598;58
2597;26
2596;39
2595;39
2594;26
2593;32
2592;28
2591;11
2590;48
2589;32
2588;13
2587;37
2586;10
2585;36
2584;55
2583;30
2582;19
2581;60
2580;29
2579;5
2578;37
2577;12
2576;35
2575;14
2574;60
2573;26
2572;15
2571;33
2570;47
2569;31
2568;35
2567;58
2566;57
2565;39
2564;45
2563;14
2562;12
2561;51
2560;20
2559;20
2558;2
2557;25
2556;2
2555;20
2554;44
2553;55
2552;5
2551;48
2550;58
2549;1
2548;30
2547;25
2546;28
2545;39
2544;38
2543;2
2542;26
2541;59
2540;34
2539;1
2538;52
2537;37
2536;30
2535;3
2534;28
2533;37
2532;10
2531;5
2530;18
2529;59
2528;53
2527;38
2526;38
2525;26
2524;41
2523;27
2522;39
2521;55
2520;17
2519;36
2518;3
2517;16
2516;51
2515;12
2514;34
2513;46
2512;49
2511;15
2510;57
2509;59
2508;53
2507;35
2506;34
2505;51
2504;55
2503;16
2502;44
2501;27
2500;16
2499;59
2498;29
2497;52
2496;58
2495;12
2494;4
2493;9
2492;31
2491;43
2490;17
2489;25
2488;31
2487;36
2486;33
2485;47
2484;54
2483;38
2482;44
2481;21
2480;4
2479;20
2478;46
2477;37
2476;55
2475;44
2474;49
2473;60
2472;23
2471;29
2470;42
2469;30
2468;42
2467;19
2466;2
2465;8
2464;52
2463;42
2462;23
2461;11
2460;17
2459;59
2458;40
2457;47
2456;55
2455;21
2454;9
2453;34
2452;10
2451;60
2450;6
2449;31
2448;40
2447;42
2446;27
2445;11
2444;35
2443;13
2442;2
2441;54
2440;12
2439;34
2438;25
2437;1
2436;15
2435;33
2434;2
2433;57
2432;38
2431;25
2430;56
2429;37
2428;29
2427;25
2426;11
2425;10
2424;53
2423;60
2422;46
2421;57
2420;5
2419;48
2418;11
2417;46
2416;26
2415;26
2414;6
2413;3
2412;34
2411;44
2410;43
2409;2
2408;4
2407;13
2406;8
2405;53
2404;40
2403;34
2402;30
2401;33
2400;25
2399;27
2398;30
2397;46
2396;49
2395;45
2394;25
2393;51
2392;15
2391;27
2390;56
2389;51
2388;48
2387;8
2386;50
2385;37
2384;13
2383;20
2382;9
2381;7
2380;16
2379;2
2378;54
2377;18
2376;18
2375;53
2374;13
2373;49
2372;46
2371;4
2370;7
2369;4
2368;25
2367;34
2366;27
2365;28
2364;20
2363;39
2362;20
2361;29
2360;45
2359;51
2358;11
2357;19
2356;58
2355;41
2354;6
2353;53
2352;41
2351;22
2350;29
2349;10
2348;48
2347;60
2346;40
2345;55
2344;57
2343;4
2342;27
2341;32
2340;51
2339;29
2338;47
2337;9
2336;8
2335;47
2334;25
2333;9
2332;52
2331;57
2330;41
2329;14
2328;14
2327;57
2326;16
2325;34
2324;19
2323;20
2322;29
2321;28
2320;48
2319;35
2318;28
2317;33
2316;43
2315;26
2314;42
2313;26
2312;46
2311;43
2310;28
2309;29
2308;38
2307;55
2306;3
2305;7
2304;21
2303;20
2302;18
2301;52
2300;9
2299;60
2298;41
2297;59
2296;59
2295;26
2294;41
2293;10
2292;33
2291;12
2290;57
2289;38
2288;26
2287;41
2286;9
2285;7
2284;10
2283;43
2282;27
2281;55
2280;29
2279;5
2278;43
2277;60
2276;18
2275;53
2274;11
2273;16
2272;49
2271;52
2270;14
2269;29
2268;23
2267;20
2266;10
2265;23
2264;2
2263;33
2262;23
2261;27
2260;34
2259;20
2258;23
2257;31
2256;10
2255;49
2254;44
2253;33
2252;17
2251;15
2250;57
2249;31
2248;29
2247;1
2246;24
2245;34
2244;3
2243;18
2242;5
2241;13
2240;10
2239;31
2238;58
2237;20
2236;20
2235;30
2234;4
2233;41
2232;47
2231;40
2230;60
2229;29
2228;9
2227;32
2226;30
2225;44
2224;32
2223;56
2222;29
2221;57
2220;3
2219;8
2218;22
2217;30
2216;10
2215;1
2214;10
2213;60
2212;52
2211;54
2210;25
2209;28
2208;49
2207;55
2206;6
2205;57
2204;28
2203;50
2202;38
2201;41
2200;43
2199;44
2198;44
2197;35
2196;1
2195;53
2194;21
2193;27
2192;59
2191;4
2190;9
2189;4
2188;28
2187;10
2186;41
2185;47
2184;36
2183;30
2182;19
2181;48
2180;21
2179;54
2178;2
2177;11
2176;43
2175;32
2174;15
2173;42
2172;37
2171;36
2170;10
2169;59
2168;4
2167;43
2166;56
2165;43
2164;47
2163;36
2162;34
2161;44
2160;46
2159;14
2158;59
2157;39
2156;6
2155;27
2154;50
2153;8
2152;26
2151;29
2150;26
2149;23
2148;58
2147;19
2146;18
2145;8
2144;16
2143;51
2142;57
2141;37
2140;17
