id_sorteio;numero
2900;60
2899;28
2898;32
2897;6
2896;43
2895;44
2894;29
2893;10
2892;14
2891;19
2890;15
2889;13
2888;27
2887;50
2886;19
2885;56
2884;56
2883;56
2882;23
2881;11
2880;8
2879;29
2878;43
2877;3
2876;45
2875;15
2874;5
2873;27
2872;8
2871;4
2870;13
2869;2
2868;10
2867;15
2866;60
2865;30
2864;53
2863;5
2862;14
2861;27
2860;2
2859;15
2858;8
2857;2
2856;10
2855;12
2854;16
2853;48
2852;53
2851;6
2850;43
2849;19
2848;30
2847;35
2846;25
2845;40
2844;7
2843;59
2842;49
2841;5
2840;57
2839;27
2838;36
2837;34
2836;30
2835;43
2834;11
2833;36
2832;18
2831;32
2830;51
2829;46
2828;55
2827;13
2826;20
2825;50
2824;43
2823;15
2822;46
2821;30
2820;25
2819;43
2818;7
2817;55
2816;40
2815;5
2814;26
2813;21
2812;39
2811;37
2810;50
2809;4
2808;10
2807;8
2806;33
2805;58
2804;60
2803;43
2802;17
2801;27
2800;57
2799;1
2798;9
2797;25
2796;14
2795;13
2794;3
2793;7
2792;49
2791;37
2790;32
2789;19
2788;37
2787;10
2786;6
2785;50
2784;35
2783;30
2782;28
2781;35
2780;46
2779;44
2778;57
2777;52
2776;51
2775;1
2774;24
2773;23
2772;53
2771;50
2770;37
2769;16
2768;2
2767;42
2766;10
2765;39
2764;51
2763;16
2762;1
2761;3
2760;8
2759;10
2758;35
2757;21
2756;1
2755;58
2754;55
2753;46
2752;15
2751;42
2750;11
2749;27
2748;19
2747;28
2746;30
2745;7
2744;34
2743;27
2742;11
2741;42
2740;17
2739;53
2738;44
2737;30
2736;35
2735;47
2734;48
2733;20
2732;18
2731;49
2730;46
2729;47
2728;2
2727;51
2726;59
2725;47
2724;24
2723;6
2722;36
2721;48
2720;43
2719;42
2718;41
2717;36
2716;48
2715;25
2714;17
2713;58
2712;35
2711;36
2710;44
2709;22
2708;19
2707;39
2706;45
2705;35
2704;3
2703;56
2702;40
2701;6
2700;11
2699;31
2698;60
2697;25
2696;13
2695;40
2694;41
2693;50
2692;56
2691;15
2690;43
2689;16
2688;12
2687;2
2686;6
2685;51
2684;26
2683;3
2682;29
2681;47
2680;45
2679;26
2678;16
2677;3
2676;14
2675;34
2674;46
2673;35
2672;40
2671;53
2670;24
2669;7
2668;46
2667;4
2666;29
2665;3
2664;15
2663;27
2662;31
2661;35
2660;13
2659;36
2658;60
2657;7
2656;57
2655;30
2654;23
2653;43
2652;59
2651;23
2650;37
2649;46
2648;59
2647;54
2646;58
2645;34
2644;22
2643;10
2642;31
2641;39
2640;27
2639;49
2638;44
2637;32
2636;43
2635;37
2634;56
2633;33
2632;10
2631;50
2630;14
2629;48
2628;54
2627;57
2626;16
2625;10
2624;31
2623;59
2622;24
2621;14
2620;26
2619;41
2618;45
2617;44
2616;49
2615;41
2614;3
2613;46
2612;44
2611;25
2610;53
2609;21
2608;7
2607;57
2606;32
2605;5
2604;19
2603;3
2602;32
2601;40
2600;46
2599;43
2598;7
2597;58
2596;35
2595;52
2594;7
2593;14
2592;51
2591;30
2590;43
2589;36
2588;31
2587;5
2586;18
2585;26
2584;53
2583;27
2582;34
2581;17
2580;43
2579;10
2578;47
2577;31
2576;32
2575;46
2574;12
2573;37
2572;24
2571;18
2570;18
2569;6
2568;22
2567;33
2566;53
2565;54
2564;19
2563;5
2562;44
2561;22
2560;52
2559;12
2558;10
2557;13
2556;34
2555;45
2554;43
2553;58
2552;24
2551;25
2550;59
2549;30
2548;25
2547;37
2546;34
2545;57
2544;25
2543;46
2542;25
2541;47
2540;28
2539;59
2538;33
2537;24
2536;45
2535;24
2534;36
2533;53
2532;17
2531;18
2530;14
2529;5
2528;15
2527;48
2526;2
2525;51
2524;22
2523;37
2522;32
2521;59
2520;22
2519;20
2518;22
2517;6
2516;49
2515;54
2514;5
2513;50
2512;47
2511;49
2510;25
2509;50
2508;51
2507;4
2506;21
2505;43
2504;42
2503;45
2502;39
2501;58
2500;32
2499;38
2498;26
2497;14
2496;46
2495;33
2494;22
2493;44
2492;33
2491;53
2490;11
2489;13
2488;40
2487;54
2486;19
2485;60
2484;59
2483;54
2482;32
2481;1
2480;31
2479;21
2478;2
2477;20
2476;46
2475;60
2474;38
2473;55
2472;18
2471;30
2470;51
2469;5
2468;22
2467;1
2466;54
2465;29
2464;2
2463;11
2462;3
2461;37
2460;35
2459;33
2458;44
2457;50
2456;52
2455;59
2454;14
2453;44
2452;56
2451;13
2450;17
2449;14
2448;32
2447;52
2446;13
2445;25
2444;17
2443;31
2442;49
2441;42
2440;46
2439;47
2438;37
2437;41
2436;38
2435;32
2434;28
2433;8
2432;52
2431;11
2430;26
2429;60
2428;25
2427;56
2426;57
2425;46
2424;17
2423;51
2422;7
2421;32
2420;8
2419;10
2418;19
2417;3
2416;6
2415;29
2414;4
2413;48
2412;16
2411;7
2410;10
2409;58
2408;29
2407;17
2406;29
2405;21
2404;19
2403;32
2402;60
2401;8
2400;9
2399;52
2398;36
2397;6
2396;3
2395;44
2394;42
2393;32
2392;53
2391;5
2390;20
2389;39
2388;8
2387;38
2386;35
2385;32
2384;25
2383;41
2382;53
2381;47
2380;53
2379;26
2378;37
2377;35
2376;22
2375;58
2374;25
2373;44
2372;19
2371;30
2370;56
2369;60
2368;13
2367;29
2366;33
2365;44
2364;42
2363;34
2362;35
2361;46
2360;15
2359;39
2358;5
2357;28
2356;51
2355;31
2354;18
2353;19
2352;17
2351;35
2350;45
2349;54
2348;2
2347;17
2346;4
2345;16
2344;38
2343;56
2342;20
2341;9
2340;49
2339;4
2338;21
2337;2
2336;20
2335;18
2334;22
2333;41
2332;12
2331;53
2330;22
2329;42
2328;11
2327;54
2326;27
2325;33
2324;31
2323;35
2322;5
2321;41
2320;30
2319;17
2318;54
2317;35
2316;49
2315;10
2314;28
2313;45
2312;60
2311;60
2310;13
2309;33
2308;26
2307;38
2306;28
2305;57
2304;12
2303;17
2302;44
2301;18
2300;37
2299;3
2298;13
2297;20
2296;29
2295;28
2294;9
2293;1
2292;18
2291;37
2290;60
2289;6
2288;35
2287;29
2286;42
2285;12
2284;46
2283;24
2282;30
2281;35
2280;50
2279;28
2278;34
2277;23
2276;49
2275;25
2274;8
2273;58
2272;5
2271;6
2270;41
2269;55
2268;4
2267;48
2266;23
2265;50
2264;29
2263;43
2262;7
2261;23
2260;37
2259;54
2258;26
2257;18
2256;9
2255;20
2254;47
2253;32
2252;46
2251;58
2250;39
2249;4
2248;20
2247;42
2246;9
2245;33
2244;11
2243;14
2242;24
2241;56
2240;25
2239;27
2238;57
2237;60
2236;7
2235;14
2234;47
2233;45
2232;31
2231;4
2230;39
2229;6
2228;19
2227;9
2226;2
2225;1
2224;23
2223;49
2222;14
2221;23
2220;38
2219;57
2218;16
2217;16
2216;24
2215;21
2214;18
2213;7
2212;51
2211;27
2210;11
2209;32
2208;30
2207;43
2206;42
2205;21
2204;32
2203;34
2202;43
2201;13
2200;28
2199;38
2198;56
2197;29
2196;56
2195;24
2194;16
2193;8
2192;57
2191;33
2190;53
2189;33
2188;60
2187;16
2186;27
2185;19
2184;51
2183;51
2182;59
2181;8
2180;16
2179;24
2178;16
2177;14
2176;23
2175;55
2174;36
2173;9
2172;9
2171;19
2170;36
2169;45
2168;37
2167;37
2166;44
2165;56
2164;48
2163;45
2162;11
2161;24
2160;53
2159;53
2158;9
2157;34
2156;49
2155;37
2154;53
2153;13
